subj,trialExp,trialRoom,rt,signedPE,reward,estimate,absPE,risk,signedErr,absErr,learningRate,lrcat,deck
110,12,12,3801,-10,50,60,10,0,0,0,2,-10,60
110,13,13,3649,0,20,20,0,0,-20,20,,,40
110,14,14,3868,30,70,40,30,0,-20,20,1.333333333,30,60
110,15,15,4424,0,30,30,0,0,-10,10,,,40
110,16,16,3484,-20,60,80,20,0,20,20,1.5,-10,60
110,17,17,3892,20,50,30,20,0,-10,10,-0.5,10,40
110,18,18,4079,30,80,50,30,0,-10,10,0.333333333,30,60
110,19,19,4002,20,40,20,20,0,-20,20,0,10,40
110,20,20,3327,10,70,60,10,0,0,0,-1,10,60
110,21,21,4888,-10,40,50,10,0,-10,10,1,-10,60
110,22,22,3286,30,50,20,30,0,-20,20,0.333333333,30,40
110,23,23,4224,30,60,30,30,0,-10,10,0,30,40
110,24,24,3634,20,60,40,20,0,-20,20,2,10,60
110,25,25,3618,10,40,30,10,0,-10,10,-1,10,40
110,26,26,3784,10,30,20,10,0,-20,20,2,10,40
110,27,27,4239,0,80,80,0,0,20,20,,,60
110,28,28,3539,-20,50,70,20,0,10,10,,-10,60
110,29,29,3610,-20,20,40,20,0,0,0,,-10,40
110,30,0,4489,-30,20,50,30,1,10,10,0.333333333,-30,40
110,31,1,3936,10,40,30,10,1,-30,30,0,10,60
110,32,2,3545,40,80,40,40,1,0,0,0.25,50,40
110,33,3,4775,-10,20,30,10,1,-30,30,0,-10,60
110,34,4,3608,10,60,50,10,1,10,10,0,10,40
110,35,5,4758,-10,40,50,10,1,10,10,0,-10,40
110,36,6,3639,50,80,30,50,1,-30,30,0.2,50,60
110,37,7,3753,60,100,40,60,1,-20,20,-0.166666667,50,60
110,38,8,3623,-50,0,50,50,1,10,10,0.2,-50,40
110,39,9,3891,30,60,30,30,1,-30,30,0.333333333,30,60
110,40,10,3455,-20,20,40,20,1,-20,20,0,-10,60
110,41,11,3324,0,40,40,0,1,0,0,,,40
110,42,12,3603,30,80,50,30,1,10,10,-1.666666667,30,40
110,43,13,5027,60,100,40,60,1,-20,20,0.333333333,50,60
110,44,14,3467,0,0,0,0,1,-40,40,,,40
110,45,15,3716,0,60,60,0,1,0,0,,,60
110,46,16,3785,-10,20,30,10,1,-10,10,1,-10,40
110,47,17,6476,50,80,30,50,1,-30,30,0.6,50,60
110,48,18,3856,-20,40,60,20,1,0,0,2,-10,60
110,49,19,4860,40,60,20,40,1,-20,20,1.5,50,40
110,50,20,3333,-40,40,80,40,1,40,40,1,-50,40
110,51,21,5379,40,60,20,40,1,-40,40,0.25,50,60
110,52,22,3554,-10,20,30,10,1,-30,30,-2,-10,60
110,53,23,4594,20,60,40,20,1,0,0,-2,10,40
110,54,24,4675,50,100,50,50,1,-10,10,-0.2,50,60
110,55,25,3587,80,80,0,80,1,-40,40,0.25,70,40
110,56,26,4325,40,80,40,40,1,-20,20,0,50,60
110,57,27,3952,0,20,20,0,1,-20,20,,,40
110,58,28,4392,-30,0,30,30,1,-10,10,,-30,40
110,59,29,3992,0,40,40,0,1,-20,20,,,60
111,0,0,7039,30,80,50,30,1,10,10,0.666666667,30,40
111,1,1,5499,0,40,40,0,1,-20,20,,,60
111,2,2,5315,-70,0,70,70,1,30,30,0,-70,40
111,3,3,5120,10,60,50,10,1,-10,10,1,10,60
111,4,4,4829,-10,60,70,10,1,30,30,2,-10,40
111,5,5,4101,-10,40,50,10,1,10,10,-4,-10,40
111,6,6,4894,40,100,60,40,1,0,0,0,50,60
111,7,7,4827,20,80,60,20,1,0,0,0.5,10,60
111,8,8,3973,-70,20,90,70,1,50,50,0.285714286,-70,40
111,9,9,4028,-50,20,70,50,1,10,10,0.6,-50,60
111,10,10,4332,-20,20,40,20,1,-20,20,-2.5,-10,60
111,11,11,4291,-70,0,70,70,1,30,30,0.285714286,-70,40
111,12,12,6980,30,80,50,30,1,10,10,0,30,40
111,13,13,4220,-50,40,90,50,1,30,30,0.8,-50,60
111,14,14,4131,10,60,50,10,1,10,10,1,10,40
111,15,15,4252,50,100,50,50,1,-10,10,0.4,50,60
111,16,16,3291,-20,40,60,20,1,20,20,0,-10,40
111,17,17,3852,10,80,70,10,1,10,10,-2,10,60
111,18,18,4564,10,60,50,10,1,-10,10,0,10,60
111,19,19,4417,-40,20,60,40,1,20,20,0.5,-50,40
111,20,20,3390,40,80,40,40,1,0,0,0.5,50,40
111,21,21,4293,30,80,50,30,1,-10,10,-0.333333333,30,60
111,22,22,3950,0,40,40,0,1,-20,20,,,60
111,23,23,4050,0,60,60,0,1,20,20,,,40
111,24,24,3467,-20,20,40,20,1,-20,20,0,-10,60
111,25,25,3124,-10,40,50,10,1,10,10,3,-10,40
111,26,26,3802,60,100,40,60,1,-20,20,-0.666666667,50,60
111,27,27,3802,0,20,20,0,1,-20,20,,,40
111,28,28,3403,-30,0,30,30,1,-10,10,,-30,40
111,29,29,2779,60,60,0,60,1,-60,60,,50,60
111,30,0,4742,0,60,60,0,0,0,0,,,60
111,31,1,4252,-10,40,50,10,0,10,10,1,-10,40
111,32,2,3850,10,50,40,10,0,0,0,1,10,40
111,33,3,4946,20,80,60,20,0,0,0,1,10,60
111,34,4,3835,-10,70,80,10,0,20,20,4,-10,60
111,35,5,4299,-30,20,50,30,0,10,10,-0.333333333,-30,40
111,36,6,3910,-30,30,60,30,0,20,20,0.333333333,-30,40
111,37,7,5370,0,40,40,0,0,-20,20,,,60
111,38,8,4887,10,60,50,10,0,10,10,2,10,40
111,39,9,4997,-10,50,60,10,0,0,0,0,-10,60
111,40,10,6513,-20,50,70,20,0,30,30,0,-10,40
111,41,11,5040,10,70,60,10,0,0,0,2,10,60
111,42,12,3953,-30,50,80,30,0,20,20,1.333333333,-30,60
111,43,13,4057,-30,40,70,30,0,30,30,0.333333333,-30,40
111,44,14,3709,40,80,40,40,0,-20,20,0.5,50,60
111,45,15,3728,-40,20,60,40,0,20,20,1.5,-50,40
111,46,16,4354,-20,40,60,20,0,0,0,-1,-10,60
111,47,17,2746,60,60,0,60,0,-40,40,1,50,40
111,48,18,4976,-20,60,80,20,0,20,20,0.5,-10,60
111,49,19,4274,-30,30,60,30,0,20,20,-0.333333333,-30,40
111,50,20,4315,10,80,70,10,0,10,10,-3,10,60
111,51,21,3065,10,50,40,10,0,-20,20,2,10,60
111,52,22,4195,-40,30,70,40,0,30,30,-0.25,-50,40
111,53,23,3213,-20,60,80,20,0,40,40,1.5,-10,40
111,54,24,4066,0,60,60,0,0,0,0,,,60
111,55,25,3420,-10,40,50,10,0,10,10,-1,-10,40
111,56,26,3778,-10,50,60,10,0,20,20,2,-10,40
111,57,27,4087,10,70,60,10,0,0,0,3,10,60
111,58,28,4418,-50,40,90,50,0,30,30,,-50,60
111,59,29,3818,-20,20,40,20,0,0,0,,-10,40
112,0,0,4847,30,80,50,30,0,-10,10,0.666666667,30,60
112,1,1,5105,20,50,30,20,0,-10,10,1,10,40
112,2,2,4304,10,60,50,10,0,10,10,0,10,40
112,3,3,4315,-20,50,70,20,0,10,10,0,-10,60
112,4,4,4880,0,70,70,0,0,10,10,,,60
112,5,5,4250,-10,40,50,10,0,10,10,3,-10,40
112,6,6,4393,10,30,20,10,0,-20,20,1,10,40
112,7,7,4168,10,60,50,10,0,-10,10,0,10,60
112,8,8,4409,-10,20,30,10,0,-10,10,-0.5,-10,40
112,9,9,4376,-10,40,50,10,0,-10,10,-2.6,-10,60
112,10,10,4456,-5,30,35,5,0,-5,5,-1,-10,40
112,11,11,4296,-6,70,76,6,0,16,16,2.666666667,-10,60
112,12,12,3885,-10,50,60,10,0,0,0,1,-10,60
112,13,13,4554,20,60,40,20,0,0,0,0,10,40
112,14,14,4134,10,60,50,10,0,-10,10,3,10,60
112,15,15,4688,10,50,40,10,0,0,0,-2,10,40
112,16,16,4248,0,80,80,0,0,20,20,,,60
112,17,17,4778,0,20,20,0,0,-20,20,,,40
112,18,18,5792,-40,40,80,40,0,20,20,0.25,-50,60
112,19,19,4533,0,40,40,0,0,0,0,,,40
112,20,20,4143,0,70,70,0,0,10,10,,,60
112,21,21,4280,0,80,80,0,0,20,20,,,60
112,22,22,4321,20,60,40,20,0,0,0,-1,10,40
112,23,23,3808,30,50,20,30,0,-20,20,1,30,40
112,24,24,4545,0,50,50,0,0,-10,10,,,60
112,25,25,3905,-20,30,50,20,0,10,10,1,-10,40
112,26,26,3813,-10,20,30,10,0,-10,10,1,-10,40
112,27,27,4632,-40,40,80,40,0,20,20,0.5,-50,60
112,28,28,4768,0,60,60,0,0,0,0,,,60
112,29,29,4199,20,40,20,20,0,-20,20,,10,40
112,30,0,5134,20,80,60,20,1,20,20,-1.5,10,40
112,31,1,4708,20,40,20,20,1,-40,40,0,10,60
112,32,2,4161,10,40,30,10,1,-10,10,2,10,40
112,33,3,4512,60,80,20,60,1,-40,40,0.333333333,50,60
112,34,4,4680,-50,0,50,50,1,10,10,0.6,-50,40
112,35,5,5320,0,20,20,0,1,-20,20,,,40
112,36,6,3680,60,100,40,60,1,-20,20,0.833333333,50,60
112,37,7,4601,-70,20,90,70,1,30,30,-0.142857143,-70,60
112,38,8,3914,40,60,20,40,1,-20,20,0.25,50,40
112,39,9,4824,-40,60,100,40,1,40,40,1.5,-50,60
112,40,10,3714,40,80,40,40,1,-20,20,-0.25,50,60
112,41,11,3976,-30,0,30,30,1,-10,10,-1,-30,40
112,42,12,5447,20,80,60,20,1,20,20,-1,10,40
112,43,13,4134,10,40,30,10,1,-30,30,3,10,60
112,44,14,3656,0,40,40,0,1,0,0,,,40
112,45,15,4032,40,100,60,40,1,0,0,-1,50,60
112,46,16,5400,20,60,40,20,1,0,0,0,10,40
112,47,17,3568,40,60,20,40,1,-40,40,1,50,60
112,48,18,3568,-40,20,60,40,1,0,0,0.5,-50,60
112,49,19,3867,-20,20,40,20,1,0,0,-0.5,-10,40
112,50,20,4086,-10,40,50,10,1,10,10,0,-10,40
112,51,21,3841,60,100,40,60,1,-20,20,0.333333333,50,60
112,52,22,3679,-40,20,60,40,1,0,0,-1,-50,60
112,53,23,4232,30,80,50,30,1,10,10,-0.333333333,30,40
112,54,24,4760,-20,80,100,20,1,40,40,1,-10,60
112,55,25,4273,20,60,40,20,1,0,0,0,10,40
112,56,26,3399,-20,60,80,20,1,20,20,1,-10,60
112,57,27,3526,-40,0,40,40,1,0,0,0.5,-50,40
112,58,28,4016,0,20,20,0,1,-20,20,,,40
112,59,29,4400,-20,40,60,20,1,0,0,,-10,60
113,0,0,4888,20,80,60,20,1,20,20,0.5,10,40
113,1,1,4508,-30,20,50,30,1,-10,10,0,-30,60
113,2,2,4464,-10,60,70,10,1,30,30,0,-10,40
113,3,3,4693,10,60,50,10,1,-10,10,0,10,60
113,4,4,4688,-70,0,70,70,1,30,30,0,-70,40
113,5,5,5919,-30,40,70,30,1,30,30,0.666666667,-30,40
113,6,6,4035,-10,40,50,10,1,-10,10,0,-10,60
113,7,7,3602,50,100,50,50,1,-10,10,0,50,60
113,8,8,4175,-30,20,50,30,1,10,10,0.666666667,-30,40
113,9,9,4413,30,80,50,30,1,-10,10,0.666666667,30,60
113,10,10,4640,30,100,70,30,1,10,10,0,30,60
113,11,11,4251,-10,20,30,10,1,-10,10,0,-10,40
113,12,12,4062,50,80,30,50,1,-10,10,0.2,50,40
113,13,13,3983,10,80,70,10,1,10,10,-2,10,60
113,14,14,5456,20,60,40,20,1,0,0,1,10,40
113,15,15,3745,10,60,50,10,1,-10,10,0,10,60
113,16,16,4045,-20,40,60,20,1,20,20,0.5,-10,40
113,17,17,3546,-30,20,50,30,1,-10,10,0.666666667,-30,60
113,18,18,3870,10,40,30,10,1,-30,30,2,10,60
113,19,19,3822,-50,0,50,50,1,10,10,0,-50,40
113,20,20,3398,10,60,50,10,1,10,10,0,10,40
113,21,21,4100,50,100,50,50,1,-10,10,-0.2,50,60
113,22,22,4006,0,40,40,0,1,-20,20,,,60
113,23,23,3834,-50,0,50,50,1,10,10,0,-50,40
113,24,24,4799,-10,20,30,10,1,-30,30,0,-10,60
113,25,25,3909,-30,20,50,30,1,10,10,0,-30,40
113,26,26,4372,50,80,30,50,1,-30,30,0.4,50,60
113,27,27,4980,-10,40,50,10,1,10,10,3,-10,40
113,28,28,7004,60,80,20,60,1,-20,20,,50,40
113,29,29,4086,10,60,50,10,1,-10,10,,10,60
113,30,0,4671,20,70,50,20,0,-10,10,0,10,60
113,31,1,4094,0,40,40,0,0,0,0,,,40
113,32,2,3478,10,60,50,10,0,10,10,0,10,40
113,33,3,3854,10,60,50,10,0,-10,10,0,10,60
113,34,4,4892,0,50,50,0,0,-10,10,,,60
113,35,5,3716,-20,30,50,20,0,10,10,0,-10,40
113,36,6,3756,0,50,50,0,0,10,10,,,40
113,37,7,4357,30,80,50,30,0,-10,10,0.333333333,30,60
113,38,8,4041,-30,20,50,30,0,10,10,0,-30,40
113,39,9,3499,-20,40,60,20,0,0,0,0.5,-10,60
113,40,10,3419,-10,40,50,10,0,10,10,1,-10,40
113,41,11,3816,20,70,50,20,0,-10,10,0.5,10,60
113,42,12,4310,-10,50,60,10,0,0,0,1,-10,60
113,43,13,4109,10,50,40,10,0,0,0,1,10,40
113,44,14,3662,30,80,50,30,0,-10,10,0.333333333,30,60
113,45,15,5129,-30,20,50,30,0,10,10,0.333333333,-30,40
113,46,16,4451,0,60,60,0,0,0,0,,,60
113,47,17,3771,20,60,40,20,0,0,0,0.5,10,40
113,48,18,3577,-30,40,70,30,0,10,10,-0.333333333,-30,60
113,49,19,4127,-20,30,50,20,0,10,10,0,-10,40
113,50,20,3559,-40,40,80,40,0,20,20,0.75,-50,60
113,51,21,3332,10,60,50,10,0,-10,10,0,10,60
113,52,22,4109,0,50,50,0,0,10,10,,,40
113,53,23,3951,-30,20,50,30,0,10,10,0,-30,40
113,54,24,4040,30,80,50,30,0,-10,10,0.333333333,30,60
113,55,25,3718,10,60,50,10,0,10,10,1,10,40
113,56,26,4341,-20,40,60,20,0,20,20,0.5,-10,40
113,57,27,4669,-10,50,60,10,0,0,0,0,-10,60
113,58,28,6097,10,70,60,10,0,0,0,,10,60
113,59,29,3765,-20,30,50,20,0,10,10,,-10,40
114,0,0,4500,-25,40,65,25,0,5,5,1,-30,60
114,1,1,4111,-35,30,65,35,0,25,25,0.714285714,-30,40
114,2,2,3855,20,60,40,20,0,0,0,0,10,40
114,3,3,3674,30,70,40,30,0,-20,20,0,30,60
114,4,4,3599,10,50,40,10,0,-20,20,1,10,60
114,5,5,3606,-20,20,40,20,0,0,0,0,-10,40
114,6,6,4024,10,50,40,10,0,0,0,-1.5,10,40
114,7,7,3665,10,60,50,10,0,-10,10,0.5,10,60
114,8,8,3651,15,40,25,15,0,-15,15,0.333333333,10,40
114,9,9,3366,25,80,55,25,0,-5,5,0.4,30,60
114,10,10,3515,0,30,30,0,0,-10,10,,,40
114,11,11,3788,15,80,65,15,0,5,5,-1,10,60
114,12,12,4114,-10,40,50,10,0,-10,10,0,-10,60
114,13,13,3533,15,50,35,15,0,-5,5,0.333333333,10,40
114,14,14,3872,10,60,50,10,0,-10,10,0.5,10,60
114,15,15,3663,-20,20,40,20,0,0,0,0.25,-10,40
114,16,16,3024,15,70,55,15,0,-5,5,1,10,60
114,17,17,3811,25,60,35,25,0,-5,5,0.6,30,40
114,18,18,3669,-20,50,70,20,0,10,10,0,-10,60
114,19,19,3223,-10,40,50,10,0,10,10,2,-10,40
114,20,20,3214,-20,50,70,20,0,10,10,0.5,-10,60
114,21,21,3332,10,70,60,10,0,0,0,-0.6,10,60
114,22,22,3876,30,60,30,30,0,-10,10,0.166666667,30,40
114,23,23,4793,15,50,35,15,0,-5,5,-0.666666667,10,40
114,24,24,3811,26,80,54,26,0,-6,6,-0.346153846,30,60
114,25,25,3970,5,30,25,5,0,-15,15,4,10,40
114,26,26,3112,-25,20,45,25,0,5,5,0,-30,40
114,27,27,3159,-5,40,45,5,0,-15,15,-4.4,-10,60
114,28,28,3334,-7,60,67,7,0,7,7,,-10,60
114,29,29,3286,-5,40,45,5,0,5,5,,-10,40
114,30,0,4805,-40,40,80,40,1,40,40,1,-50,40
114,31,1,3686,60,100,40,60,1,-20,20,0.166666667,50,60
114,32,2,3966,40,80,40,40,1,0,0,0,50,40
114,33,3,2719,-30,20,50,30,1,-10,10,-0.666666667,-30,60
114,34,4,2954,-20,20,40,20,1,0,0,0.5,-10,40
114,35,5,2797,30,60,30,30,1,-10,10,0.333333333,30,40
114,36,6,2626,-10,60,70,10,1,10,10,-1,-10,60
114,37,7,3355,-40,40,80,40,1,20,20,0.5,-50,60
114,38,8,3071,-40,0,40,40,1,0,0,0.25,-50,40
114,39,9,3329,20,80,60,20,1,0,0,0,10,60
114,40,10,3336,-40,20,60,40,1,0,0,0.25,-50,60
114,41,11,3053,-30,0,30,30,1,-10,10,0,-30,40
114,42,12,2846,30,60,30,30,1,-10,10,0.333333333,30,40
114,43,13,2994,50,100,50,50,1,-10,10,0.4,50,60
114,44,14,2974,-20,20,40,20,1,0,0,2,-10,40
114,45,15,2845,-30,40,70,30,1,10,10,0.333333333,-30,60
114,46,16,3344,40,40,0,40,1,-40,40,1,50,40
114,47,17,2688,20,80,60,20,1,0,0,0,10,60
114,48,18,2746,0,60,60,0,1,0,0,,,60
114,49,19,2873,40,80,40,40,1,0,0,0,50,40
114,50,20,2868,40,80,40,40,1,0,0,0,50,40
114,51,21,2900,0,80,80,0,1,20,20,,,60
114,52,22,2862,20,100,80,20,1,20,20,-1.5,10,60
114,53,23,3124,-40,0,40,40,1,0,0,0.25,-50,40
114,54,24,2814,-30,20,50,30,1,-10,10,0,-30,60
114,55,25,3120,30,60,30,30,1,-10,10,0.333333333,30,40
114,56,26,3266,10,60,50,10,1,-10,10,-3,10,60
114,57,27,3321,-20,20,40,20,1,0,0,0,-10,40
114,58,28,3432,0,40,40,0,1,0,0,,,40
114,59,29,3293,20,40,20,20,1,-40,40,,10,60
115,0,0,4557,-50,20,70,50,1,30,30,1,-50,40
115,1,1,5707,-20,60,80,20,1,20,20,1,-10,60
115,2,2,4983,20,40,20,20,1,-20,20,1.5,10,40
115,3,3,4592,-20,40,60,20,1,0,0,-0.5,-10,60
115,4,4,5943,30,80,50,30,1,10,10,-1,30,40
115,5,5,7002,-20,0,20,20,1,-20,20,-0.5,-10,40
115,6,6,7001,10,80,70,10,1,10,10,0,10,60
115,7,7,7001,30,100,70,30,1,10,10,,30,60
115,8,8,7002,30,60,30,30,1,-10,10,0.333333333,30,40
115,9,9,7001,,20,,,1,,,,,60
115,10,10,5413,50,80,30,50,1,-30,30,0.2,50,60
115,11,11,4748,20,60,40,20,1,0,0,0.5,10,40
115,12,12,5052,30,80,50,30,1,10,10,1,30,40
115,13,13,4390,0,40,40,0,1,-20,20,,,60
115,14,14,3691,-40,40,80,40,1,40,40,0.5,-50,40
115,15,15,4515,10,60,50,10,1,-10,10,-1,10,60
115,16,16,4070,-40,20,60,40,1,20,20,0.5,-50,40
115,17,17,4413,-20,20,40,20,1,-20,20,0,-10,60
115,18,18,4490,60,100,40,60,1,-20,20,0.666666667,50,60
115,19,19,4435,-40,0,40,40,1,0,0,0,-50,40
115,20,20,5482,0,40,40,0,1,0,0,,,40
115,21,21,5803,-60,20,80,60,1,20,20,0,-50,60
115,22,22,5196,20,100,80,20,1,20,20,-0.5,10,60
115,23,23,4208,-40,0,40,40,1,0,0,0,-50,40
115,24,24,5833,-30,40,70,30,1,10,10,0.333333333,-30,60
115,25,25,5999,40,80,40,40,1,0,0,0,50,40
115,26,26,4908,0,60,60,0,1,0,0,,,60
115,27,27,5492,-20,20,40,20,1,0,0,0.5,-10,40
115,28,28,4770,30,60,30,30,1,-10,10,,30,40
115,29,29,6904,50,80,30,50,1,-30,30,,50,60
115,30,0,3871,10,50,40,10,0,-20,20,2,10,60
115,31,1,2927,-20,20,40,20,0,0,0,0.5,-10,40
115,32,2,2723,30,60,30,30,0,-10,10,0.333333333,30,40
115,33,3,2478,20,80,60,20,0,0,0,-0.5,10,60
115,34,4,5926,20,70,50,20,0,-10,10,1,10,60
115,35,5,2908,10,50,40,10,0,0,0,0,10,40
115,36,6,2840,-10,30,40,10,0,0,0,0,-10,40
115,37,7,3502,-30,40,70,30,0,10,10,0,-30,60
115,38,8,3363,0,40,40,0,0,0,0,,,40
115,39,9,2644,-10,60,70,10,0,10,10,0,-10,60
115,40,10,2511,20,50,30,20,0,-10,10,0.5,10,40
115,41,11,5462,10,80,70,10,0,10,10,-1,10,60
115,42,12,5734,-20,40,60,20,0,0,0,0,-10,60
115,43,13,2827,0,40,40,0,0,0,0,,,40
115,44,14,2735,10,70,60,10,0,0,0,-2,10,60
115,45,15,7001,,20,,,0,,,,,40
115,46,16,2787,10,50,40,10,0,-20,20,2,10,60
115,47,17,3321,20,60,40,20,0,0,0,0,10,40
115,48,18,4137,0,60,60,0,0,0,0,,,60
115,49,19,3511,-10,30,40,10,0,0,0,0,-10,40
115,50,20,6489,20,80,60,20,0,0,0,1,10,60
115,51,21,3842,-40,40,80,40,0,20,20,1,-50,60
115,52,22,2498,20,60,40,20,0,0,0,0,10,40
115,53,23,3023,-20,20,40,20,0,0,0,-0.5,-10,40
115,54,24,3688,20,60,40,20,0,-20,20,1,10,60
115,55,25,4673,-10,40,50,10,0,10,10,1,-10,40
115,56,26,2991,-10,30,40,10,0,0,0,-2,-10,40
115,57,27,3430,10,70,60,10,0,0,0,2,10,60
115,58,28,5004,-30,50,80,30,0,20,20,,-30,60
115,59,29,5589,-10,50,60,10,0,20,20,,-10,40
116,0,0,5421,10,60,50,10,0,-10,10,4,10,60
116,1,1,5046,10,30,20,10,0,-20,20,2,10,40
116,2,2,4684,20,60,40,20,0,0,0,0,10,40
116,3,3,4199,-20,70,90,20,0,30,30,1.5,-10,60
116,4,4,5543,-20,40,60,20,0,0,0,2.75,-10,60
116,5,5,5329,-20,20,40,20,0,0,0,1,-10,40
116,6,6,5470,20,40,20,20,0,-20,20,0,10,40
116,7,7,7018,45,50,5,45,0,-55,55,1.666666667,50,60
116,8,8,4838,30,50,20,30,0,-20,20,1,30,40
116,9,9,4734,0,80,80,0,0,20,20,,,60
116,10,10,6115,0,50,50,0,0,10,10,,,40
116,11,11,4220,0,60,60,0,0,0,0,,,60
116,12,12,4348,-30,40,70,30,0,10,10,-0.666666667,-30,60
116,13,13,5312,-30,20,50,30,0,10,10,0.333333333,-30,40
116,14,14,4324,-40,50,90,40,0,30,30,0.75,-50,60
116,15,15,4911,0,40,40,0,0,0,0,,,40
116,16,16,4552,20,80,60,20,0,0,0,1.5,10,60
116,17,17,4857,30,60,30,30,0,-10,10,-0.333333333,30,40
116,18,18,3729,-20,70,90,20,0,30,30,2.5,-10,60
116,19,19,5120,10,30,20,10,0,-20,20,0,10,40
116,20,20,4587,30,70,40,30,0,-20,20,1,30,60
116,21,21,4461,-10,60,70,10,0,10,10,1,-10,60
116,22,22,5204,0,20,20,0,0,-20,20,,,40
116,23,23,4308,-10,30,40,10,0,0,0,0,-10,40
116,24,24,4414,-10,50,60,10,0,0,0,0,-10,60
116,25,25,4820,10,50,40,10,0,0,0,-1,10,40
116,26,26,4747,30,60,30,30,0,-10,10,0,30,40
116,27,27,5153,20,80,60,20,0,0,0,0.5,10,60
116,28,28,5289,-30,40,70,30,0,10,10,,-30,60
116,29,29,5604,10,40,30,10,0,-10,10,,10,40
116,30,0,4829,-10,40,50,10,1,10,10,2,-10,40
116,31,1,5541,60,80,20,60,1,-40,40,0.666666667,50,60
116,32,2,4063,-10,20,30,10,1,-10,10,0,-10,40
116,33,3,3915,-20,40,60,20,1,0,0,0.5,-10,60
116,34,4,5523,-30,0,30,30,1,-10,10,0.333333333,-30,40
116,35,5,4453,60,80,20,60,1,-20,20,-0.166666667,50,40
116,36,6,6472,10,60,50,10,1,-10,10,2,10,60
116,37,7,5732,-50,20,70,50,1,10,10,0.2,-50,60
116,38,8,4787,50,60,10,50,1,-30,30,-0.2,50,40
116,39,9,5650,40,100,60,40,1,0,0,-0.75,50,60
116,40,10,4911,-10,20,30,10,1,-30,30,-1,-10,60
116,41,11,4561,40,40,0,40,1,-40,40,0.5,50,40
116,42,12,4562,-20,0,20,20,1,-20,20,0,-10,40
116,43,13,5739,0,40,40,0,1,-20,20,,,60
116,44,14,5626,60,80,20,60,1,-20,20,-0.166666667,50,40
116,45,15,5086,40,80,40,40,1,-20,20,-0.25,50,60
116,46,16,3996,50,60,10,50,1,-30,30,-0.2,50,40
116,47,17,4646,30,60,30,30,1,-30,30,1,30,60
116,48,18,5234,40,100,60,40,1,0,0,0.5,50,60
116,49,19,3932,20,20,0,20,1,-40,40,0,10,40
116,50,20,4285,60,60,0,60,1,-40,40,1,50,40
116,51,21,4351,-20,60,80,20,1,20,20,-1,-10,60
116,52,22,4874,0,100,100,0,1,40,40,,,60
116,53,23,4800,-60,0,60,60,1,20,20,0.666666667,-50,40
116,54,24,4714,-20,20,40,20,1,-20,20,-2,-10,60
116,55,25,4719,20,40,20,20,1,-20,20,0,10,40
116,56,26,3755,0,80,80,0,1,20,20,,,60
116,57,27,4592,60,80,20,60,1,-20,20,-0.166666667,50,40
116,58,28,5361,10,20,10,10,1,-30,30,,10,40
116,59,29,4631,0,40,40,0,1,-20,20,,,60
117,0,0,2796,30,80,50,30,0,-10,10,0.666666667,30,60
117,1,1,2706,-20,20,40,20,0,0,0,0,-10,40
117,2,2,2569,20,60,40,20,0,0,0,0,10,40
117,3,3,2651,-30,40,70,30,0,10,10,0,-30,60
117,4,4,2579,-20,50,70,20,0,10,10,0.5,-10,60
117,5,5,2603,0,40,40,0,0,0,0,,,40
117,6,6,2602,-10,30,40,10,0,0,0,0,-10,40
117,7,7,2627,10,70,60,10,0,0,0,0,10,60
117,8,8,2617,10,50,40,10,0,0,0,0,10,40
117,9,9,2675,0,60,60,0,0,0,0,,,60
117,10,10,2554,-20,20,40,20,0,0,0,0,-10,40
117,11,11,2723,-10,50,60,10,0,0,0,0,-10,60
117,12,12,2643,10,70,60,10,0,0,0,0,10,60
117,13,13,2578,10,50,40,10,0,0,0,0,10,40
117,14,14,2673,0,60,60,0,0,0,0,,,60
117,15,15,2586,-10,30,40,10,0,0,0,1,-10,40
117,16,16,2769,-20,40,60,20,0,0,0,-0.5,-10,60
117,17,17,4291,30,60,30,30,0,-10,10,0.666666667,30,40
117,18,18,2594,10,80,70,10,0,10,10,-1,10,60
117,19,19,2777,-10,40,50,10,0,10,10,1,-10,40
117,20,20,2691,0,60,60,0,0,0,0,,,60
117,21,21,2593,10,80,70,10,0,10,10,-2,10,60
117,22,22,2531,-20,20,40,20,0,0,0,0,-10,40
117,23,23,2786,20,60,40,20,0,0,0,0,10,40
117,24,24,3096,20,70,50,20,0,-10,10,1,10,60
117,25,25,2587,0,40,40,0,0,0,0,,,40
117,26,26,2628,10,50,40,10,0,0,0,0,10,40
117,27,27,2617,-20,50,70,20,0,10,10,0,-10,60
117,28,28,2626,-30,40,70,30,0,10,10,,-30,60
117,29,29,2554,-10,30,40,10,0,0,0,,-10,40
117,30,0,3097,-10,40,50,10,1,10,10,-1,-10,40
117,31,1,2721,-40,20,60,40,1,0,0,0.5,-50,60
117,32,2,2738,0,60,60,0,1,20,20,,,40
117,33,3,2602,60,100,40,60,1,-20,20,0.5,50,60
117,34,4,2642,-40,0,40,40,1,0,0,0.25,-50,40
117,35,5,3034,-10,20,30,10,1,-10,10,-1,-10,40
117,36,6,2641,-30,40,70,30,1,10,10,0.666666667,-30,60
117,37,7,2770,30,80,50,30,1,-10,10,0.333333333,30,60
117,38,8,2539,40,80,40,40,1,0,0,0.25,50,40
117,39,9,3300,0,60,60,0,1,0,0,,,60
117,40,10,2554,-50,20,70,50,1,10,10,0,-50,60
